Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID220162,220162,36,25.739,710.807,47.051,0,0,0,7.500,1,46.755,46.896,1075.544,None,None,None,None,None,None,None,-10921639,1075.544,619,79,3536,525941,930.528,9.170,0.611,0.877
ID220160,220160,None,12.853,895.704,34.185,0,0,0,7.500,1,50.292,56.237,736.667,None,None,None,None,None,None,None,-10921639,736.667,362,125,3046,360230,588.124,7.653,0.318,0.605
ID220167,220167,37,22.861,878.021,86.574,0,0,0,7.500,1,49.556,66.086,1245.849,None,None,None,None,None,None,None,-10921639,1245.849,1311,189,3694,609220,766.184,9.946,0.610,1.233
ID220170,220170,507,26.706,933.536,110.091,0,0,0,7.500,1,52.049,79.875,1310.930,None,None,None,None,None,None,None,-10921639,1310.930,1241,65,4103,641045,993.556,10.069,0.644,1.034
ID220175,220175,42,16.117,905.597,143.050,0,0,0,7.500,1,77.129,49.765,885.401,None,None,None,None,None,None,None,-10921639,885.401,876,170,2853,432961,579.132,8.236,0.516,1.040
ID220174,220174,43,16.008,927.120,136.170,0,0,0,7.500,1,130.859,50.861,869.415,None,None,None,None,None,None,None,-10921639,869.415,844,156,2625,425144,590.303,9.754,0.503,0.985
ID220187,220187,46,31.296,668.444,248.506,0,0,0,7.500,1,46.384,86.793,1721.405,None,None,None,None,None,None,None,-10921639,1721.405,1767,162,4383,841767,870.974,13.495,0.715,1.648
ID220185,220185,615,25.343,126.836,238.716,0,0,0,7.500,1,49.350,49.387,1527.798,None,None,None,None,None,None,None,-10921639,1527.798,1487,183,3826,747093,674.461,13.402,0.648,1.781
ID220184,220184,47,28.756,155.257,237.636,0,0,0,7.500,1,49.378,49.272,1634.609,None,None,None,None,None,None,None,-10921639,1634.609,1575,208,4364,799324,667.940,13.600,0.696,2.009
ID220189,220189,49,10.970,1132.865,274.943,0,0,0,7.500,1,102.160,71.364,650.654,None,None,None,None,None,None,None,-10921639,650.654,358,111,3132,318170,553.948,7.510,0.322,0.572
ID220188,220188,50,18.688,95.358,253.659,0,0,0,7.500,1,48.806,48.781,1188.047,None,None,None,None,None,None,None,-10921639,1188.047,1205,202,2496,580955,467.563,13.328,0.586,1.877
ID220193,220193,None,10.421,811.190,311.508,0,0,0,7.500,1,42.939,42.818,731.321,None,None,None,None,None,None,None,-10921639,731.321,470,101,3351,357616,594.424,10.559,0.468,0.785
ID220192,220192,51,31.836,675.790,297.939,0,0,0,7.500,1,43.804,84.834,1639.888,None,None,None,None,None,None,None,-10921639,1639.888,1775,157,4220,801905,953.640,9.974,0.664,1.372
ID220199,220199,629,23.201,694.157,349.870,0,0,0,7.500,1,40.106,52.366,1315.630,None,None,None,None,None,None,None,-10921639,1315.630,1305,152,3543,643343,697.236,10.562,0.641,1.474
ID220198,220198,57,26.700,723.317,341.641,0,0,0,7.500,1,42.274,81.033,1541.288,None,None,None,None,None,None,None,-10921639,1541.288,1577,188,3779,753690,721.979,13.280,0.687,1.738
ID220197,220197,54,28.000,654.451,335.833,0,0,0,7.500,1,39.706,63.859,1443.211,None,None,None,None,None,None,None,-10921639,1443.211,1491,155,4161,705730,819.514,10.464,0.699,1.449
ID220196,220196,53,26.117,753.606,335.466,0,0,0,7.500,1,42.771,76.458,1351.417,None,None,None,None,None,None,None,-10921639,1351.417,1414,158,5847,660843,981.130,7.946,0.621,1.056
ID220202,220202,55,39.327,1044.426,358.787,0,0,0,7.500,1,107.260,99.740,1641.875,None,None,None,None,None,None,None,-10921639,1641.875,560,108,9795,802877,1846.391,8.208,0.690,0.726
ID220200,220200,56,16.371,1100.401,356.778,0,0,0,7.500,1,115.272,66.286,973.808,None,None,None,None,None,None,None,-10921639,973.808,959,185,3410,476192,595.098,8.162,0.487,1.072
ID220205,220205,63,13.450,1108.011,381.917,0,0,0,7.500,1,107.536,66.654,827.908,None,None,None,None,None,None,None,-10921639,827.908,797,206,2323,404847,496.349,8.869,0.409,0.968
ID220211,220211,64,29.530,273.507,424.549,0,0,0,7.500,1,44.100,75.354,1515.998,None,None,None,None,None,None,None,-10921639,1515.998,1644,128,4896,741323,1150.154,7.941,0.600,0.989
ID220210,220210,65,12.873,1130.633,420.208,0,0,0,7.500,1,70.456,77.573,937.247,None,None,None,None,None,None,None,-10921639,937.247,889,289,2185,458314,331.029,13.361,0.452,1.763
ID220209,220209,66,23.251,754.120,419.555,0,0,0,7.500,1,41.493,40.217,1234.665,None,None,None,None,None,None,None,-10921639,1234.665,1227,157,3778,603751,699.871,10.298,0.650,1.390
ID220208,220208,69,19.970,783.116,409.498,0,0,0,7.500,1,41.346,41.350,1171.618,None,None,None,None,None,None,None,-10921639,1171.618,1148,206,3364,572921,495.570,13.397,0.614,1.799
ID220215,220215,736,21.120,718.303,444.027,0,0,0,7.500,1,41.810,39.554,1109.047,None,None,None,None,None,None,None,-10921639,1109.047,1136,127,3485,542324,664.735,9.711,0.615,1.270
ID220212,220212,741,37.363,346.407,426.248,0,0,0,7.500,1,66.695,42.873,1369.847,None,None,None,None,None,None,None,-10921639,1369.847,288,55,16303,669855,2806.286,24.994,0.443,0.300
ID220219,220219,70,19.079,763.511,454.805,0,0,0,7.500,1,40.816,40.675,1116.135,None,None,None,None,None,None,None,-10921639,1116.135,1150,138,2992,545790,538.163,13.089,0.579,1.520
ID220216,220216,737,19.430,790.930,444.416,0,0,0,7.500,1,41.663,41.530,1154.599,None,None,None,None,None,None,None,-10921639,1154.599,1146,165,3075,564599,557.107,12.775,0.561,1.490
ID220221,220221,71,27.878,336.452,459.787,0,0,0,7.500,1,49.820,74.599,1493.059,None,None,None,None,None,None,None,-10921639,1493.059,1533,137,4899,730106,859.246,11.129,0.601,1.305
ID220227,220227,73,20.136,796.951,505.153,0,0,0,7.500,1,42.184,42.051,1126.423,None,None,None,None,None,None,None,-10921639,1126.423,1170,153,4100,550821,645.544,8.200,0.582,1.284
ID220226,220226,75,25.500,369.292,505.078,0,0,0,7.500,1,78.767,73.530,1370.683,None,None,None,None,None,None,None,-10921639,1370.683,1287,92,5405,670264,1064.257,8.179,0.617,0.983
ID220224,220224,74,23.101,745.384,494.283,0,0,0,7.500,1,39.953,40.376,1397.307,None,None,None,None,None,None,None,-10921639,1397.307,1395,211,3078,683283,496.526,13.541,0.654,2.226
ID220233,220233,77,18.267,694.712,551.607,0,0,0,7.500,1,38.434,38.221,1072.305,None,None,None,None,None,None,None,-10921639,1072.305,1117,120,3537,524357,686.268,9.304,0.537,1.092
ID220232,220232,78,18.039,387.829,550.811,0,0,0,7.500,1,65.955,37.912,1103.117,None,None,None,None,None,None,None,-10921639,1103.117,1071,189,2672,539424,478.651,13.401,0.636,1.791
ID220238,220238,85,15.744,392.175,633.394,0,0,0,7.500,1,39.699,38.517,1183.654,None,None,None,None,None,None,None,-10921639,1183.654,1136,383,3237,578807,393.237,17.525,0.502,2.013
ID220236,220236,76,15.510,387.445,581.248,0,0,0,7.500,1,67.305,36.843,848.654,None,None,None,None,None,None,None,-10921639,848.654,881,152,3299,414992,542.010,7.903,0.540,1.098
ID220243,220243,82,16.866,476.996,652.926,0,0,0,7.500,1,81.215,37.845,1154.757,None,None,None,None,None,None,None,-10921639,1154.757,1161,176,2430,564676,436.112,13.584,0.487,1.734
ID220241,220241,84,17.899,928.994,643.453,0,0,0,7.500,1,48.090,49.926,1020.329,None,None,None,None,None,None,None,-10921639,1020.329,1098,177,2705,498941,582.029,10.365,0.547,1.239
ID220240,220240,79,20.962,900.648,635.258,0,0,0,7.500,1,45.849,49.309,1135.446,None,None,None,None,None,None,None,-10921639,1135.446,1226,204,3118,555233,717.498,8.523,0.598,1.184
ID220247,220247,87,14.699,513.426,665.487,0,0,0,7.500,1,38.569,39.364,1104.534,None,None,None,None,None,None,None,-10921639,1104.534,1049,186,2555,540117,416.335,14.038,0.448,1.641
ID220246,220246,None,14.871,509.514,665.033,0,0,0,7.500,1,38.706,39.362,1078.628,None,None,None,None,None,None,None,-10921639,1078.628,1031,186,2555,527449,418.739,13.548,0.434,1.560
ID220245,220245,88,15.108,347.383,660.634,0,0,0,7.500,1,38.961,39.123,953.796,None,None,None,None,None,None,None,-10921639,953.796,954,133,2230,466406,389.067,13.268,0.573,1.786
ID220244,220244,None,4.113,673.585,654.917,0,0,0,7.500,1,36.945,39.211,415.323,None,None,None,None,None,None,None,-10921639,415.323,295,159,2957,203093,276.676,8.185,0.201,0.503
ID220251,220251,91,13.727,317.900,688.873,0,0,0,7.500,1,38.241,38.589,952.963,None,None,None,None,None,None,None,-10921639,952.963,972,158,2394,465999,444.436,10.831,0.434,1.297
ID220249,220249,86,18.602,317.100,668.753,0,0,0,7.500,1,38.542,40.611,1083.646,None,None,None,None,None,None,None,-10921639,1083.646,1135,183,3470,529903,581.020,9.142,0.493,1.232
ID220248,220248,92,18.456,371.072,667.640,0,0,0,7.500,1,56.382,38.638,1054.558,None,None,None,None,None,None,None,-10921639,1054.558,1062,169,3033,515679,563.965,11.742,0.625,1.439
ID220255,220255,839,17.240,289.737,726.727,0,0,0,7.500,1,39.558,40.714,1056.665,None,None,None,None,None,None,None,-10921639,1056.665,1064,175,2445,516709,417.748,13.207,0.560,1.816
ID220254,220254,95,18.547,243.617,725.769,0,0,0,7.500,1,48.401,40.131,1081.192,None,None,None,None,None,None,None,-10921639,1081.192,1087,177,2590,528703,490.323,12.962,0.580,1.619
ID220253,220253,89,16.420,239.442,705.821,0,0,0,7.500,1,39.961,39.487,1016.708,None,None,None,None,None,None,None,-10921639,1016.708,1037,150,2690,497170,473.817,13.404,0.531,1.488
ID220252,220252,90,21.641,276.450,701.948,0,0,0,7.500,1,39.284,40.166,1203.906,None,None,None,None,None,None,None,-10921639,1203.906,1240,152,3107,588710,595.857,9.824,0.609,1.529
ID220259,220259,99,18.840,1007.527,764.657,0,0,0,7.500,1,115.025,54.178,951.280,None,None,None,None,None,None,None,-10921639,951.280,374,141,3597,465176,836.892,8.668,0.523,0.780
ID220258,220258,98,15.804,271.343,760.959,0,0,0,7.500,1,40.221,40.566,1074.834,None,None,None,None,None,None,None,-10921639,1074.834,1052,191,2607,525594,350.558,13.730,0.557,2.194
ID220257,220257,100,19.426,995.881,743.609,0,0,0,7.500,1,132.219,53.072,1083.624,None,None,None,None,None,None,None,-10921639,1083.624,1099,207,2995,529892,734.773,8.917,0.503,0.987
ID220256,220256,93,16.763,1001.890,726.975,0,0,0,7.500,1,126.611,53.845,908.734,None,None,None,None,None,None,None,-10921639,908.734,424,161,3026,444371,728.206,8.634,0.443,0.767
ID220263,220263,104,20.720,442.383,805.931,0,0,0,7.500,1,113.382,41.274,1110.192,None,None,None,None,None,None,None,-10921639,1110.192,1115,140,3429,542884,822.747,8.093,0.608,1.021
ID220262,220262,103,24.911,197.444,804.421,0,0,0,7.500,1,67.759,42.546,1186.556,None,None,None,None,None,None,None,-10921639,1186.556,1131,145,3811,580226,832.536,7.930,0.645,1.118
ID220261,220261,1,17.872,305.800,800.826,0,0,0,7.500,1,43.391,40.519,1013.301,None,None,None,None,None,None,None,-10921639,1013.301,988,174,2980,495504,556.404,8.186,0.584,1.343
ID220267,220267,253,17.828,235.334,843.518,0,0,0,7.500,1,68.636,42.495,1109.209,None,None,None,None,None,None,None,-10921639,1109.209,1083,188,3300,542403,591.626,9.985,0.459,1.180
ID220266,220266,3,12.694,280.881,828.590,0,0,0,7.500,1,44.192,42.323,834.697,None,None,None,None,None,None,None,-10921639,834.697,826,151,2378,408167,388.234,10.581,0.478,1.390
ID220265,220265,101,17.915,1033.736,817.209,0,0,0,7.500,1,109.008,57.125,944.301,None,None,None,None,None,None,None,-10921639,944.301,739,124,3464,461763,711.367,8.795,0.422,0.788
ID220264,220264,106,16.417,1050.894,816.438,0,0,0,7.500,1,114.065,58.890,935.982,None,None,None,None,None,None,None,-10921639,935.982,808,151,2689,457695,670.363,8.426,0.426,0.834
ID220271,220271,6,20.934,215.179,878.451,0,0,0,7.500,1,69.732,44.004,1197.489,None,None,None,None,None,None,None,-10921639,1197.489,1202,175,2982,585572,511.150,13.224,0.643,1.834
ID220270,220270,None,13.283,715.606,868.671,0,0,0,7.500,1,38.431,39.892,668.769,None,None,None,None,None,None,None,-10921639,668.769,484,169,2257,327028,489.160,7.859,0.442,0.838
ID220269,220269,0,17.625,234.184,858.660,0,0,0,7.500,1,67.141,43.182,1119.689,None,None,None,None,None,None,None,-10921639,1119.689,1103,202,2956,547528,591.621,10.625,0.463,1.199
ID220268,220268,2,20.647,441.357,847.160,0,0,0,7.500,1,43.090,49.607,1039.845,None,None,None,None,None,None,None,-10921639,1039.845,1052,155,3661,508484,742.840,8.957,0.608,1.059
ID220275,220275,9,21.229,188.979,924.617,0,0,0,7.500,1,67.550,46.526,1196.137,None,None,None,None,None,None,None,-10921639,1196.137,1148,181,4177,584911,649.861,12.873,0.631,1.424
ID220273,220273,7,13.376,291.707,879.239,0,0,0,7.500,1,47.207,43.290,858.744,None,None,None,None,None,None,None,-10921639,858.744,857,194,2450,419926,392.445,12.925,0.491,1.442
ID220272,220272,5,12.865,344.740,878.492,0,0,0,7.500,1,45.779,42.861,789.076,None,None,None,None,None,None,None,-10921639,789.076,765,172,2311,385858,501.214,7.894,0.448,0.974
ID220279,220279,12,19.597,160.303,950.639,0,0,0,7.500,1,83.055,48.366,1152.104,None,None,None,None,None,None,None,-10921639,1152.104,1108,208,2850,563379,539.550,13.380,0.608,1.614
ID220278,220278,13,6.347,1130.373,942.384,0,0,0,7.500,1,81.877,79.669,670.472,None,None,None,None,None,None,None,-10921639,670.472,607,115,1670,327861,308.794,13.545,0.270,0.922
ID220276,220276,8,20.881,218.726,935.264,0,0,0,7.500,1,70.417,47.125,1195.464,None,None,None,None,None,None,None,-10921639,1195.464,1164,201,3225,584582,571.543,13.384,0.634,1.623
ID220283,220283,317,12.780,415.246,987.679,0,0,0,7.500,1,46.661,47.462,1028.759,None,None,None,None,None,None,None,-10921639,1028.759,1029,205,2678,503063,367.693,13.381,0.407,1.618
ID220281,220281,17,21.034,416.471,966.585,0,0,0,7.500,1,45.826,48.415,1427.382,None,None,None,None,None,None,None,-10921639,1427.382,1437,231,3213,697990,507.902,13.721,0.563,2.026
ID220280,220280,11,19.017,224.615,961.916,0,0,0,7.500,1,78.397,48.074,1149.247,None,None,None,None,None,None,None,-10921639,1149.247,1135,223,2782,561982,441.515,13.348,0.595,1.942
ID220287,220287,18,12.939,575.781,1006.024,0,0,0,7.500,1,43.358,43.560,852.538,None,None,None,None,None,None,None,-10921639,852.538,871,212,1896,416891,301.277,13.186,0.484,1.845
ID220286,220286,20,13.903,360.105,1004.402,0,0,0,7.500,1,49.460,49.769,988.550,None,None,None,None,None,None,None,-10921639,988.550,983,199,2264,483401,382.171,13.509,0.446,1.596
ID220285,220285,15,14.025,433.312,997.113,0,0,0,7.500,1,46.971,47.544,1036.581,None,None,None,None,None,None,None,-10921639,1036.581,1046,187,2571,506888,356.209,13.454,0.452,1.811
ID220284,220284,16,25.036,379.532,993.167,0,0,0,7.500,1,48.448,49.100,1452.016,None,None,None,None,None,None,None,-10921639,1452.016,1427,185,3822,710036,775.316,10.684,0.594,1.395
ID220290,220290,22,17.880,494.873,1021.898,0,0,0,7.500,1,47.591,48.393,1087.074,None,None,None,None,None,None,None,-10921639,1087.074,1119,184,2460,531579,454.352,13.289,0.547,1.691
ID220289,220289,19,13.733,516.969,1008.685,0,0,0,7.500,1,45.843,46.552,941.194,None,None,None,None,None,None,None,-10921639,941.194,942,169,2135,460244,370.554,13.231,0.483,1.655
ID220295,220295,25,21.283,263.694,1045.413,0,0,0,7.500,1,54.411,55.783,1417.988,None,None,None,None,None,None,None,-10921639,1417.988,1414,217,3623,693396,538.787,13.591,0.568,1.907
ID220294,220294,24,15.722,737.779,1041.825,0,0,0,7.500,1,92.908,112.708,1182.755,None,None,None,None,None,None,None,-10921639,1182.755,1172,181,2400,578367,399.959,13.634,0.476,1.907
ID220293,220293,26,14.932,616.990,1040.664,0,0,0,7.500,1,44.460,44.583,975.718,None,None,None,None,None,None,None,-10921639,975.718,1002,177,2498,477126,432.481,13.416,0.477,1.458
ID220292,220292,27,26.127,298.613,1032.218,0,0,0,7.500,1,53.589,56.323,1547.601,None,None,None,None,None,None,None,-10921639,1547.601,1488,248,3724,756777,570.420,13.620,0.638,2.113
ID220298,220298,None,5.334,655.264,1152.928,0,0,0,7.500,1,46.898,47.135,676.988,None,None,None,None,None,None,None,-10921639,676.988,665,200,1956,331047,257.199,25.500,0.226,0.970
ID220296,220296,28,15.375,719.255,1070.979,0,0,0,7.500,1,95.235,110.888,1408.873,None,None,None,None,None,None,None,-10921639,1408.873,1311,501,3432,688939,529.942,25.821,0.374,1.448
ID220158,220158,31,11.235,902.297,25.680,0,0,0,7.500,1,50.947,58.315,695.800,None,None,None,None,None,None,None,-10921639,695.800,391,132,2785,340246,546.304,7.608,0.271,0.543
ID219978,219978,31,24.056,898.777,27.044,0,1,1,7.500,1,51.004,60.395,1237.321,None,None,None,None,None,None,None,-10921639,1237.321,887,76,4748,605050,1093.072,7.942,0.524,0.778
ID219981,219981,36,39.362,712.427,45.644,0,1,1,7.500,1,47.119,47.536,1571.791,None,None,None,None,None,None,None,-10921639,1571.791,1516,89,4719,768606,1317.993,10.049,0.709,0.989
ID219986,219986,None,20.366,668.853,89.280,0,1,1,7.500,1,46.425,46.213,1432.669,None,None,None,None,None,None,None,-10921639,1432.669,1395,78,4573,700575,914.350,23.727,0.328,0.775
ID219984,219984,37,34.070,878.456,83.382,0,1,1,7.500,1,49.900,65.973,1540.564,None,None,None,None,None,None,None,-10921639,1540.564,1625,69,5413,753336,1160.771,8.366,0.686,1.080
ID219989,219989,507,40.952,935.675,106.359,0,1,1,7.500,1,52.990,79.215,1816.368,None,None,None,None,None,None,None,-10921639,1816.368,1820,76,5615,888204,1461.132,9.060,0.729,1.049
ID219994,219994,42,19.966,903.875,140.019,0,1,1,7.500,1,54.155,50.798,955.307,None,None,None,None,None,None,None,-10921639,955.307,898,91,3798,467145,726.832,8.145,0.556,0.939
ID219992,219992,43,17.178,930.043,133.435,0,1,1,7.500,1,121.564,51.299,858.106,None,None,None,None,None,None,None,-10921639,858.106,680,125,2733,419614,637.558,8.391,0.509,0.908
ID220003,220003,47,29.200,155.871,233.983,0,1,1,7.500,1,49.493,49.360,1686.781,None,None,None,None,None,None,None,-10921639,1686.781,1620,155,4879,824836,724.368,13.555,0.703,1.923
ID220007,220007,50,21.011,96.138,251.197,0,1,1,7.500,1,48.924,49.025,1323.667,None,None,None,None,None,None,None,-10921639,1323.667,1324,169,3107,647273,546.881,13.352,0.611,1.836
ID220005,220005,46,37.139,668.113,247.141,0,1,1,7.500,1,49.699,87.260,1792.155,None,None,None,None,None,None,None,-10921639,1792.155,1867,102,5216,876364,1031.129,10.959,0.745,1.484
ID220004,220004,615,25.594,128.911,235.841,0,1,1,7.500,1,49.791,49.626,1569.209,None,None,None,None,None,None,None,-10921639,1569.209,1510,185,4182,767343,657.104,13.599,0.662,1.902
ID220011,220011,51,32.183,675.858,295.667,0,1,1,7.500,1,46.288,84.399,1661.327,None,None,None,None,None,None,None,-10921639,1661.327,1806,117,4787,812389,946.122,10.086,0.682,1.424
ID220008,220008,49,11.942,1124.217,268.136,0,1,1,7.500,1,106.358,69.808,741.168,None,None,None,None,None,None,None,-10921639,741.168,618,181,2357,362431,466.147,7.771,0.378,0.872
ID220014,220014,53,32.347,753.976,333.757,0,1,1,7.500,1,44.507,77.207,1490.395,None,None,None,None,None,None,None,-10921639,1490.395,1527,49,5134,728803,1135.892,8.093,0.661,1.045
ID220013,220013,54,27.638,654.247,331.757,0,1,1,7.500,1,40.397,63.084,1420.172,None,None,None,None,None,None,None,-10921639,1420.172,1486,117,4126,694464,791.279,10.556,0.707,1.487
ID220018,220018,56,15.687,1099.749,355.293,0,1,1,7.500,1,115.638,66.297,913.213,None,None,None,None,None,None,None,-10921639,913.213,950,153,2613,446561,508.833,7.905,0.476,1.157
ID220017,220017,629,22.897,695.769,348.001,0,1,1,7.500,1,40.558,51.501,1281.978,None,None,None,None,None,None,None,-10921639,1281.978,1298,123,3749,626887,687.191,10.413,0.639,1.454
ID220016,220016,57,32.426,722.796,339.427,0,1,1,7.500,1,44.779,80.843,1665.395,None,None,None,None,None,None,None,-10921639,1665.395,1701,59,5583,814378,900.870,11.699,0.710,1.535
ID220023,220023,63,12.468,1106.990,378.708,0,1,1,7.500,1,108.894,66.509,764.789,None,None,None,None,None,None,None,-10921639,764.789,710,153,2505,373982,472.409,7.961,0.377,0.887
ID220020,220020,55,61.502,1051.342,357.576,0,1,1,7.500,1,108.317,98.176,2382.115,None,None,None,None,None,None,None,-10921639,2382.115,1021,86,11372,1164854,2489.469,8.072,0.767,0.831
ID220027,220027,66,24.113,754.269,417.840,0,1,1,7.500,1,41.818,40.581,1283.511,None,None,None,None,None,None,None,-10921639,1283.511,1284,116,4128,627637,697.125,10.142,0.638,1.434
ID220026,220026,69,20.588,778.113,412.305,0,1,1,7.500,1,41.368,41.327,1208.679,None,None,None,None,None,None,None,-10921639,1208.679,1211,154,3241,591044,602.602,13.257,0.642,1.568
ID220030,220030,64,28.647,273.539,422.420,0,1,1,7.500,1,45.601,75.186,1518.186,None,None,None,None,None,None,None,-10921639,1518.186,1566,111,4325,742393,1144.869,7.921,0.604,0.999
ID220029,220029,741,33.101,343.159,421.813,0,1,1,7.500,1,65.427,41.264,1250.411,None,None,None,None,None,None,None,-10921639,1250.411,357,67,6141,611451,1522.082,7.619,0.677,0.663
ID220028,220028,65,11.049,1129.072,417.810,0,1,1,7.500,1,70.423,77.129,866.166,None,None,None,None,None,None,None,-10921639,866.166,834,296,2187,423555,245.392,13.612,0.421,2.091
ID220034,220034,736,20.327,719.061,442.891,0,1,1,7.500,1,41.378,39.368,1059.160,None,None,None,None,None,None,None,-10921639,1059.160,1126,143,3170,517929,619.033,9.144,0.601,1.285
ID220032,220032,737,19.770,789.573,441.270,0,1,1,7.500,1,42.004,41.691,1188.108,None,None,None,None,None,None,None,-10921639,1188.108,1176,192,3442,580985,595.746,13.248,0.559,1.431
ID220038,220038,71,26.061,337.014,457.123,0,1,1,7.500,1,51.890,74.552,1468.746,None,None,None,None,None,None,None,-10921639,1468.746,1499,103,4102,718217,872.686,10.014,0.617,1.284
ID220037,220037,70,20.635,765.094,449.584,0,1,1,7.500,1,40.836,41.033,1206.016,None,None,None,None,None,None,None,-10921639,1206.016,1253,163,2969,589742,583.224,12.928,0.599,1.549
ID220043,220043,75,54.155,372.421,499.222,0,1,1,7.500,1,79.063,68.671,2109.466,None,None,None,None,None,None,None,-10921639,2109.466,922,59,10333,1031529,2300.819,8.051,0.792,0.810
ID220042,220042,74,23.539,746.247,493.584,0,1,1,7.500,1,39.978,40.270,1423.262,None,None,None,None,None,None,None,-10921639,1423.262,1433,173,3341,695975,485.069,13.595,0.662,2.338
ID220045,220045,73,20.485,796.267,500.607,0,1,1,7.500,1,42.059,41.755,1164.982,None,None,None,None,None,None,None,-10921639,1164.982,1235,141,3643,569676,687.052,9.027,0.592,1.261
ID220050,220050,77,19.736,695.177,549.175,0,1,1,7.500,1,38.399,38.476,1146.288,None,None,None,None,None,None,None,-10921639,1146.288,1214,132,3158,560535,698.887,9.496,0.558,1.175
ID220049,220049,78,17.229,391.955,546.530,0,1,1,7.500,1,61.767,38.190,1120.125,None,None,None,None,None,None,None,-10921639,1120.125,1030,213,3599,547741,490.870,13.553,0.623,1.751
ID220053,220053,76,16.321,385.979,570.795,0,1,1,7.500,1,64.022,36.861,933.164,None,None,None,None,None,None,None,-10921639,933.164,954,188,2280,456317,463.605,10.170,0.562,1.448
ID220058,220058,84,28.205,929.080,642.645,0,1,1,7.500,1,47.959,50.354,1321.352,None,None,None,None,None,None,None,-10921639,1321.352,1377,82,3651,646141,926.971,8.160,0.635,1.107
ID220057,220057,79,32.175,901.889,632.586,0,1,1,7.500,1,46.149,49.276,1427.196,None,None,None,None,None,None,None,-10921639,1427.196,1581,88,4697,697899,1087.465,8.666,0.681,1.063
ID220056,220056,85,15.137,389.662,632.755,0,1,1,7.500,1,37.914,38.775,1184.581,None,None,None,None,None,None,None,-10921639,1184.581,1120,495,2963,579260,420.014,13.697,0.480,1.829
ID220063,220063,86,18.662,318.294,663.985,0,1,1,7.500,1,38.474,40.851,1099.742,None,None,None,None,None,None,None,-10921639,1099.742,1166,146,2823,537774,559.130,9.912,0.493,1.299
ID220062,220062,87,14.880,515.579,663.134,0,1,1,7.500,1,38.305,39.986,1106.736,None,None,None,None,None,None,None,-10921639,1106.736,1020,423,2592,541194,382.842,16.385,0.428,1.733
ID220061,220061,88,16.124,348.110,657.583,0,1,1,7.500,1,38.671,38.787,993.526,None,None,None,None,None,None,None,-10921639,993.526,999,193,2367,485834,396.438,13.383,0.566,1.812
ID220060,220060,82,18.288,475.933,648.719,0,1,1,7.500,1,67.873,37.462,1239.548,None,None,None,None,None,None,None,-10921639,1239.548,1196,219,2915,606139,412.735,13.641,0.504,2.011
ID220067,220067,90,23.647,275.523,700.118,0,1,1,7.500,1,38.965,40.288,1316.703,None,None,None,None,None,None,None,-10921639,1316.703,1366,127,3564,643868,654.448,10.244,0.638,1.567
ID220065,220065,91,15.229,319.465,684.348,0,1,1,7.500,1,38.342,38.278,1001.266,None,None,None,None,None,None,None,-10921639,1001.266,1042,166,2583,489619,448.183,10.729,0.457,1.401
ID220064,220064,92,15.491,368.405,676.368,0,1,1,7.500,1,54.859,38.182,985.793,None,None,None,None,None,None,None,-10921639,985.793,971,170,2699,482053,426.751,13.107,0.587,1.708
ID220071,220071,93,24.976,1002.167,723.380,0,1,1,7.500,1,128.020,53.990,1133.834,None,None,None,None,None,None,None,-10921639,1133.834,559,113,4591,554445,1020.204,7.934,0.583,0.819
ID220070,220070,839,18.269,289.921,723.540,0,1,1,7.500,1,39.507,40.732,1159.260,None,None,None,None,None,None,None,-10921639,1159.260,1148,194,2404,566878,409.671,13.458,0.579,2.076
ID220069,220069,95,20.702,243.917,723.443,0,1,1,7.500,1,40.804,40.065,1196.022,None,None,None,None,None,None,None,-10921639,1196.022,1199,176,2876,584855,545.660,12.897,0.611,1.663
ID220068,220068,89,19.402,239.670,702.703,0,1,1,7.500,1,39.751,39.798,1132.687,None,None,None,None,None,None,None,-10921639,1132.687,1168,178,2731,553884,529.886,13.259,0.568,1.549
ID220074,220074,99,24.811,1009.778,761.880,0,1,1,7.500,1,116.209,54.311,1147.681,None,None,None,None,None,None,None,-10921639,1147.681,504,107,5526,561216,1086.388,7.899,0.597,0.790
ID220073,220073,98,17.997,272.707,759.711,0,1,1,7.500,1,40.307,40.581,1206.673,None,None,None,None,None,None,None,-10921639,1206.673,1191,219,3197,590063,400.205,13.582,0.573,2.197
ID220072,220072,100,20.942,995.550,741.906,0,1,1,7.500,1,134.350,53.403,1096.935,None,None,None,None,None,None,None,-10921639,1096.935,1041,109,3521,536401,810.684,13.338,0.571,0.984
ID220079,220079,106,21.123,1048.637,812.260,0,1,1,7.500,1,114.458,58.671,1141.963,None,None,None,None,None,None,None,-10921639,1141.963,943,114,4398,558420,911.400,8.234,0.381,0.692
